id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
1247,Madame Xanadu,100.0,10.0,20.0,50.0,100.0,80.0,,[],"['Mistress of the Sacred Grove,Sylven Nymph,Forest Maiden,Western Seer,Madam Seer,Novia,']",England,Doorway to Nightmare #1 - Doorway to Nightmare,DC Comics,Good,Female,Human,5'9 • 175 cm,125 lb • 56 kg,Green,Black,"Magician,Occultist","London, Camelot,Greenwich Village, New York City",,John Dee (Dr. Destiny) (son),
1248,Madara Uchiha,90.0,100.0,100.0,100.0,100.0,100.0,Uchiha Madara,[],"['Second Six Paths, Savior of this World, Ghost of the Uchiha, Juubidara, Three-Eyed Madara']",,"Naruto, Volume 41, Chapter 370",Shueisha,Bad,Male,Human,5'10 • 178 cm,157 lb • 71 kg,Black,Black,"Jinchuriki of the Juubi, Missing-nin, Sage, Co-Founder of Konohagakure, Former Head of the Uchiha Clan",Konohagakure,,"Uchiha Tajima (father), Uchiha Izuna (brother)",
1249,Maestro Hulk,100.0,100.0,85.0,100.0,100.0,85.0,,"['Bruce Banner', 'Bruce Banner (Hulkbuster) (MCU)', 'Bruce Banner (Wild West)', 'Captain Universe (Hulk)', 'Doc Green', 'Ego Hulk', 'Grey Hulk', 'Heart Of The Monster Hulk', 'Hulk', 'Hulk (1978)', 'Hulk (2003)', 'Hulk (classic)', 'Hulk (MCU)', 'Hulk (Stark Gauntlet) (MCU)', 'Hulk (Worthy)', 'Hulk Earth-5901', 'Hulkpool', 'Immortal Hulk', 'Incredible Hulk (Universal)', 'Indestructible Hulk', 'Infernal Hulk', 'Merged Hulk', 'Mr. Fixit', 'Nul: Breaker Of Worlds', 'Professor Hulk', 'Professor Hulk (MCU)', 'Professor Hulk (Nano Gauntlet MCU)', 'Space Punisher Hulk', 'The Hulk (Earth 7642)', 'War Hulk', 'World Breaker Hulk', 'World War Hulk', 'Zombie Hulk', 'Zombie Hulk (Power Cosmic)']","['Annihilator, Captain Universe, Joe Fixit, Mr. Fixit, Mechano, Professor, Jade Jaws, Golly Green Giant, Green Scar, World Breaker']","Dayton, Ohio",Incredible Hulk: Future Imperfect #1,Marvel Comics,Bad,Male,Human / Radiation,9'0 • 274 cm,"2,000 lb • 900 kg",Green,White,"Nuclear physicist, Agent of S.H.I.E.L.D.","(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico",,"Betty Ross Talbot Banner (wife), Brian Banner (father, apparently deceased), Rebecca Banner (mother, deceased), Morris Walters (uncle), Elaine Banner Walters (aunt, deceased), Jennifer Walters (She-Hulk, cousin), Thaddeus E. 'Thunderbolt' Ross (Father in law)",
1250,Magneto (FOX),90.0,35.0,60.0,80.0,85.0,70.0,,[],[''],,X men,Marvel Comics,,,Mutant,5'2 • 157 cm,198 lb • 89 kg,Black,White,,,,,
1251,Makkari,75.0,65.0,100.0,85.0,100.0,80.0,Makkari,[],"['Mike Khary, Frank Harper, Mark Curry, Jake Curtiss, Major Mercury, Hurricane, Mercury, Adam Clayton, Mac Curry, Michael Gray, Thoth,']","Olympia, Greece",ETERNALS Vol. 1 #5,Marvel Comics,Good,Male,Eternal,5'11 • 180 cm,175 lb • 79 kg,,Strawberry Blond,"Amateur technologist, Mechanic","Olympia, Greece",,Eternals,
1252,Malekith (MCU),100.0,55.0,85.0,95.0,100.0,95.0,,['Malekith'],"['The Accursed', 'Creature']",,Thor the dark world,Marvel Comics,Bad,Male,,-,-,Blue,,,,,,
1253,Malekith,95.0,85.0,50.0,80.0,100.0,50.0,Malekith,['Malekith (MCU)'],['Malekith the accursed'],Svartalfheim,,Marvel Comics,Bad,Male,,-,-,,,,,,,
1254,Mammoth,80.0,60.0,75.0,70.0,40.0,40.0,,[],['Terminator'],Australia,New Teen Titans #3,DC Comics,Bad,Male,,6'5 • 196 cm,300 lb • 135 kg,Blue,Red,,Markovia,,"Selinda Flinders (aka Shimmer, sister)",
1255,Man Of Miracles,100.0,100.0,100.0,100.0,100.0,100.0,Mother Of Existence,[],"['Kali, Goddess of Destruction, Keeper of the Greenworld']",,Spawn #75,Image Comics,Neutral,Female,God / Eternal,-,-,Blue,Black / Blue,,,,,
1256,Mantis (MCU),75.0,15.0,40.0,35.0,55.0,70.0,,[],['Gross Bug Lady'],,Guardians of the Galaxy vol 2,Marvel Comics,Good,Female,,5'1 • 155 cm,132 lb • 59 kg,Brown,Black,,,,"Guardians of the Galaxy - Teammates and Friends
Peter Quill/Star-Lord - Leader
Gamora
Drax the Destroyer
Rocket Raccoon
Groot
Nebula
Yondu Udonta
Ravagers
Kraglin Obfonteri
Avengers
Thor
Tony Stark/Iron Man - Temporary Enemy
Peter Parker/Spider-Man - Temporary Enemy
Doctor Strange † - Temporary Enemy
Enemies
Ego - Former Master and Attempted Killer",
1257,Maria Hill (MCU),90.0,20.0,20.0,25.0,25.0,70.0,,[],['Eye candy'],,Agents of S.H.I.E.L.D,Marvel Comics,Good,Female,Human,5'4 • 163 cm,154 lb • 69 kg,Green,Brown,S.H.i.E.L.D agent,S.H.I.E.L.D helicarrier,,"Nick Fury - Former Director
Victoria Hand - Former Subordinate
Robert Gonzales - Former Subordinate
Sharon Carter - Former Subordinate
Felix Blake - Former Subordinate
Bobbi Morse - Former Subordinate
Alphonso Mackenzie - Former Subordinate
Kara Palamas/Agent 33 Former Subordinate
Tomas Calderon - Former Subordinate
Oliver - Former Subordinate
Cameron Klein - Former Subordinate
Mark Smith - Former Subordinate
Anne Weaver - Former Subordinate
Tim Maguire - Former Subordinate
Case - Former Subordinate
Susanna - Former Subordinate
Moore - Former Subordinate
Coulson's Team - Former Subordinates
Phil Coulson - Friend
Melinda May
Leo Fitz
Jemma Simmons
Skye
Antoine Triplett
World Security Council
Hawley
Gideon Malick",
1258,Mario,75.0,100.0,100.0,100.0,100.0,55.0,Mario Mario,"['Dr. Mario', 'Paper Mario']",['Super Mario'],Somewhere in Brooklyn,Donkey Kong (1981),Nintendo,Good,Male,Human,5'1 • 155 cm,200 lb • 90 kg,Blue,Brown,Plumber,,,Luigi (brother),
1259,Marrow,0.0,0.0,0.0,0.0,0.0,0.0,Sarah,[],[''],Morlock Tunnels,Uncanny X-Men #325 as Marrow,Marvel Comics,Good,,,6' • 183 cm,160 lb • 72 kg,brown,black,Occupation unknown,Base of operations unknown,,No known relatives,
1260,Martinex,0.0,0.0,0.0,0.0,0.0,0.0,Martinex T'Naga,[],[''],Pluto,First appearance unknown,Marvel Comics,Good,,,-,-,,No Hair,Technician,Starship Captain America,,No known relatives,
1261,Master Chen,100.0,10.0,20.0,15.0,65.0,20.0,Chen,['Master Chen (Staff Of Elements)'],['/'],Ninjago,The Invitation,,Bad,Male,Human,5'10 • 178 cm,198 lb • 89 kg,Red,Black,Leader of the Anacondrai Cult,Mobile Condraicopter,,"Unnamed (wife)
Skylor Chen (daughter)",
1262,Master Hand,75.0,100.0,100.0,100.0,100.0,75.0,Master Hand,[],[''],,Super Smash Bros. (1999),Nintendo,Bad,Male,Cosmic Entity,-,-,No eyes,No Hair,"God of the Smash Bros. universe Minion of Tabuu (Subspace Emissary; formerly, after he is captured) Minion of Galeem (World of Light; formerly, after he is captured) The Announcer of Smash Bros fight (implied)",,,,
1263,Maui,80.0,100.0,40.0,100.0,100.0,40.0,,[],[''],,Moana,Disney,Good,Male,Demi-God,-,-,Brown,Black,,,,,
1264,Maximus (MCU),95.0,10.0,20.0,20.0,15.0,75.0,Maximus Boltagon,"['Maximus The Mad', 'Maximus The Mad (Venomized)']",['Maximus'],Attilan,Inhumans Season 1: Episode 1,Marvel Comics,Bad,Male,Human,"5'7"" • 170 cm",150 lb • 68 kg,Blue,Brown,King of Attilan,Attilan,,"Agon (father, deceased), Rynda (mother, deceased), Black Bolt (brother), Medusa (sister-in-law)",
1265,Maxwell Lord,100.0,10.0,20.0,50.0,85.0,75.0,Maxwell Lord IV,[],"['Alpha Leader, Black King, Lord Havok, Max Lord, Maximum Force, Lord Eye']",New York,Justice League #1,DC Comics,Bad,Male,Human,6'2 • 188 cm,185 lb • 83 kg,Brown,Brown,"Government Agent, Businessman, Terrorist",,,,
1266,M'baku (MCU),75.0,15.0,30.0,40.0,40.0,85.0,M'Baku,[],['Great Gorilla'],Wakanda,Black Panther (2018),Marvel Comics,Good,Male,Human,"6'5"" • 196 cm",250 lb • 113 kg,Brown,Brown,Tribe Leader,Wakanda,,,
1267,Medusa (MCU),85.0,20.0,30.0,50.0,50.0,85.0,Medusalith Amaquelin,[],['Medusa'],Attilan,Inhumans Season 1: Episode 1,Marvel Comics,Good,Female,Inhuman,"5'7"" • 170 cm",134 lb • 60 kg,Blue,Red,Queen of Attilan,Earth; formerly Attilan,,"Quelin (father, deceased), Ambur (mother, deceased), Crystal (sister), Black Bolt (husband)",
1268,Melinda May (MCU),100.0,10.0,20.0,20.0,20.0,100.0,,['Agent May (MCU)'],['Mellie'],,Agents of S.H.I.E.L.D,Marvel Comics,Good,Female,Human,5'8 • 173 cm,143 lb • 64 kg,Black,Black,S.H.I.E.L.D agent,S.H.I.E.L.D helicarrier,,"William May (father), Lian may (mother)",
1269,Mera (New 52),95.0,90.0,90.0,90.0,100.0,100.0,,"['Mera', 'Mera (DCEU)', 'Mera (Smallville)', 'Red Lantern']","['Aquawoman, Dead Water, Queen Mera']",Atlantis,"Aquaman Vol 7 #1 (November, 2011)",DC Comics,Good,Female,Atlantean,5'9 • 175 cm,160 lb • 72 kg,Blue,Red,"Queen of Atlantis, Adventurer · former Xebel princess, Assassin","Amnesty Bay, Atlantis · formerly Xebel",,"Lammia (paternal grandmother)
Ryus (father, deceased)
Hila (Siren) (sister)
Arthur Curry (Aquaman) (fiancé)
Nereus (ex-fiancé)",
1270,Mercy Graves,95.0,10.0,35.0,50.0,45.0,95.0,,[],"['Mercy, Vanilla, Miss White']",,Superman & Batman Magazine #1,DC Comics,Bad,Female,Human,6'0 • 183 cm,152 lb • 68 kg,Blue,Blond,"Operative, Bodyguard",,,,
1271,Merlin,95.0,10.0,20.0,100.0,100.0,60.0,,[],"['Master Wizard, Merlin Greybeard, Merlin the Magician, Merlin the Mystic, Merlin the Wizard, Merlinus Caledonensis, Myrddin, Myrddin Emrys, Son of the Devil, Prince of Lies, Adam One']",,Action Comics #72,DC Comics,Good,Male,God / Eternal,-,-,Black,White,Sorcerer,"Hell, Castle Branek, Camelot",,"Belial (father), Etrigan (half-brother), Scapegoat (half-brother), Gwenddydd (sister), Tim Hunter (spiritual son)",
1272,Michael Demiurgos,100.0,100.0,100.0,100.0,100.0,100.0,Michael Demiurgos,[],['Michael the Archangel'],,Books of Magic #1,DC Comics,Neutral,Male,God / Eternal,5'11 • 180 cm,177 lb • 80 kg,Blue,Blond,,,,"YahWeh (father), Samael (brother)",
1273,Might Guy,80.0,100.0,80.0,95.0,85.0,100.0,,['Might Guy (Eighth Gate)'],"[""Maito Gai, Guy, Guy Sensei, Konoha's Noble Green-Beast, Gai""]",Konohagakure,Naruto Chapter #38,Shueisha,Good,Male,Human,6'0 • 183 cm,168 lb • 76 kg,Black,Black,Leaf Village Ninja,Konohagakure,,Might Duy (Father),
1274,Minato Namikaze,100.0,15.0,100.0,70.0,100.0,100.0,,[],"['Yondaime Hokage, The Yellow Flash, 4th Hokage, Konoha Yellow Flash, Genius Prodigy']",Konohagakure,"Volume #27, Naruto Chapter #239",Shueisha,Good,Male,Human,5'10 • 178 cm,146 lb • 66 kg,Blue,Yellow,"Hokage, Leaf Village Ninja",Konohagakure,,"Naruto Uzumaki (Son), Boruto Uzumaki (Grandson), Himawari Uzumaki (Granddaughter), Kushina Uzumaki (Wife)",
1275,Mind Flayer,100.0,100.0,100.0,100.0,100.0,70.0,Mind Flayer,[],"['The Shadow', 'Shadow Monster', 'Him', 'Will Byers (Former possessed victim)', 'The Brain']",Unknown,Stranger things Chapter eight ''The mind flayer'' season 2 episode 8,,Bad,Male,,-,-,Black,No Hair,Supreme massive inhabitant and ruler of the Upside Down Hive Mind for the Demogorgon and Demodogs,Will Byers,,"Demogorgons
Will Byers (former host)
Billy Hargrove
Heather Holloway
Bruce Lowe
Tom Holloway
Janet Holloway
Doris Driscoll and others",
1276,Mirage,0.0,0.0,0.0,0.0,0.0,0.0,Danielle Moonstar,[],"['Psyche, Mirage II']","Boulder, Colorado",MARVEL GRAPHIC NOVEL #4,Marvel Comics,Good,,,5'6' • 168 cm,105 lb • 47 kg,Brown,Black,"Adventurer, Espionage Agent, former Valkyrie","Xavier Institute, Salem Center, Westchester County, New York",,"Black Eagle (grandfather, deceased), William Lonestar (father), Peg Lonestar (mother)",
1277,Mirror Master (CW),70.0,15.0,25.0,35.0,55.0,75.0,Samuel Scudder,[],['Mirror Master'],Earth-1,The Flash Season 3: Episode 4,DC Comics,Bad,Male,Metahuman,"6'2"" • 188 cm",178 lb • 80 kg,Green,Brown,"Thief, Criminal",Central City,,,
1278,Misako,90.0,0.0,20.0,20.0,25.0,50.0,Misako,[],['Koko'],Ninjago,The Stone Army /70751 Temple of Airjitzu,,Good,Female,Human,5'6 • 168 cm,154 lb • 69 kg,Black,Grey,Researcher,Destiny bounty /temple of airjitzu,,"First Spinjitzu Master (father-in-law; deceased)
Unnamed (mother-in-law)
Garmadon (husband)
Lloyd Garmadon (son)
Wu (brother-in-law)",
1279,Mistake,100.0,40.0,35.0,60.0,100.0,65.0,Mistake,[],['None'],First realm,Tick Tock,,Good,Female,Demon,5'6 • 168 cm,110 lb • 50 kg,Pink,No Hair,Tea shop owner,Tea shop,,,
1280,Mister Fantastic (FOX),100.0,20.0,35.0,55.0,80.0,65.0,Reed Richards,"['Mister Fantastic', 'Mister Fantastic (Constatin)', 'Mister Fantastic (Infinity Gauntlet)', 'The Maker']",['Stretch'],Manhattan,Fantastic four,Marvel Comics,Good,Male,Human / Radiation,5'10 • 178 cm,198 lb • 89 kg,Brown,Black,Hero,Baxter Building,,Invisible woman (wife) human torch ( brother in law),
1281,Mister Miracle,95.0,85.0,90.0,85.0,100.0,80.0,,[],['Mr. Miraculous'],New Genesis,Mister Miracle #1 - The Murder Missile Trap!,DC Comics,Good,Male,God / Eternal,6'0 • 183 cm,185 lb • 83 kg,Blue,Black,Escapologist,"Earth, New Genesis,Apokolips",,"Yuga Khan (grandfather, deceased),Highfather (biological father, deceased),Vayla (mother, deceased),Darkseid (uncle/adoptive father),Grail (cousin/adoptive sister),Orion (cousin/adoptive brother),Kalibak (cousin),Deathspawn (cousin),Big Barda (wife),Jacob Free (son)",
1282,Mister Terrific (CW),100.0,15.0,40.0,35.0,50.0,80.0,Curtis Holt,[],"['Mister Terrific, Mister Fair-Play']","Starling City, Earth-1",Arrow Season 4: Episode 2,DC Comics,Good,Male,Human,6'4 • 193 cm,185 lb • 83 kg,Brown,Black,Vigilante; formerly Olympic Athlete,Star City,,Paul Holt (ex-husband),
1283,Misty Knight (MCU),90.0,30.0,35.0,35.0,50.0,90.0,Mercedes Kelly Knight,[],['Misty Knight'],"Harlem, New York City",Luke Cage Season 1: Episode 1,Marvel Comics,Good,Female,Human,"5'6"" • 168 cm",132 lb • 59 kg,Brown,Black,NYPD Detective,"Harlem, New York City",,"Kelly Knight (father), Cassandra (cousin, deceased)",
1284,Misty Knight,75.0,60.0,25.0,45.0,65.0,75.0,Mercedes 'Misty' Knight,[],['Maya Korday (full fake identity).'],Place of birth unknown,Tales from the Age of Apocalypse: Sinister Bloodlines,Marvel Comics,Good,Female,Cyborg,5'9 • 175 cm,136 lb • 61 kg,Brown,Black,Private investigator; Formerly policewoman,"New York City (Nightwing Restorations’ office is at the Anson Hotel, on the corner of Broadway and 72nd).",,No known relatives,
1285,Mockingbird (MCU),100.0,10.0,55.0,55.0,50.0,100.0,Barbara Morse,['Mockingbird'],['Mockingbird'],America,Agents of S.H.I.E.L.D,Marvel Comics,Good,Female,Human,5'6 • 168 cm,"1,323 lb • 595 kg",Gold,Blond,S.H.I.E.L.D Agent,S.H.I.E.L.D helicarrier,,"Lance Hunter - Ex-Husband, Colleague and Partner",
1286,Mon-El (CW),100.0,65.0,100.0,100.0,65.0,85.0,,['Lar Gand'],[''],Daxam,Supergirl season 3,DC Comics,Good,Male,,5'5 • 165 cm,77 lb • 35 kg,Black,Black,Co-leader and co-founder of The Legion Vigilante (in secret) Prince of Daxam (formerly) Alien Bar bartender (formerly) Intern at CatCo Worldwide Media (formerly) Member of the Daxamite army (formerly;,,,Lar grand (father)'Rhea (mother),
1287,Mongul The Elder,90.0,100.0,60.0,100.0,100.0,100.0,,[],"['Mongul Sr, Mongul I']",Debstam IV,Adventures of Superman #454,DC Comics,Bad,Male,Alien,8'0 • 244 cm,"1,125 lb • 506 kg",Red,No Hair,"Alien dictator, Tyrant","Earth's Moon, Warworld",,"Mongul II (son), Mongal (daughter)",
1288,Mongul,90.0,100.0,70.0,100.0,100.0,95.0,,[],[''],Debstam IV,Showcase '95 #8,DC Comics,Bad,Male,Alien,8'5 • 257 cm,"1,345 lb • 605 kg",White,No Hair,Tyrant,"Debstam IV, Warworld, Sector 2811",,"Mongul (father ), Mongal (twin sister )",
1289,Monstrox,100.0,100.0,75.0,100.0,100.0,75.0,Monstrox,[],['The book of monsters the cloud of monstrox'],Unknown,The Book of Monsters - Part 1,,Bad,Male,Demon,5'10 • 178 cm,-,Brown,No Hair,Dark magician,Jestro his evil mobile,,,
1290,Morbius,100.0,20.0,50.0,60.0,100.0,65.0,Dr. Michael Morbius,['Morbius (SONY)'],[''],,,Marvel Comics,Good,,,-,-,,,,,,,
1291,Morro,100.0,50.0,80.0,100.0,100.0,90.0,Unknown,[],['The Master Of Wind'],Ninjago,The Corridor of Elders/70736 Attack of the Morro Dragon,Lego,Neutral,,,-,-,Black,Black,Second-in-Command of the Ghost Warriors,,,,
1292,Morty Smith,65.0,10.0,25.0,40.0,70.0,40.0,,[],"[""Morty'dyb""]",Earth (Dimension C-137),Rick and Morty S01E01,Cartoon Network,Good,Male,Human,-,-,Black,Brown,"Student, Space Adventurer",,,"Jerry Smith (father), Beth Smith (mother), Summer Smith (sister), Rick Sanchez (grandfather)",
1293,Mr.Krabs,95.0,55.0,10.0,100.0,55.0,75.0,Eugene Harold Krabs,[],"['Mr.k, Daddyo, Eugene, Armor-abs krabs, Boss-man']",Bikini Bottom,"Spongebob Sqarepants, Ep1 S01 (May, 1999)",,Neutral,Male,Animal,0'5.11 • 13 cm,7 lb • 3 kg,Black,No Hair,"Businessman, Manager, Co-Cashier",Bikini Bottom,,"Victor Krabs (father, deceased),
Besty Krabs (mother),
Unknown (wife),
Pearl Krabs (daughter)",
1294,Ms. America,95.0,50.0,70.0,85.0,100.0,85.0,,['Miss America'],['USA'],Utopian Parallel,Vengeance #1,Marvel Comics,Good,Male,Human,5'6 • 168 cm,99 lb • 45 kg,Black,Brown,Interdimensional adventurer,"Triskelion, New York City, New York, Earth-616; Sotomayor University; West Coast Avengers HQ, Venice, Los Angeles, California; formerly Taa II; Arcadia and Shield, Battleworld, Earth-15513; New York City, Earth-212; mobile in the Multiverse; Utopian Paral",,"Madrimar (grandmother);
Amalia Chavez (mother, deceased);
Elena Chavez (mother, deceased);
Loki Laufeyson (foster mother);
Nico Minoru (foster sister)",
1295,Music Meister (CW),100.0,10.0,25.0,20.0,100.0,60.0,Unknown,"['Abra Kadabra (CW)', 'Alpha', 'Bane (Dark Knight)', 'Bane (new 52)', 'Batman (Bane)', 'Billy Numerous', 'Copperhead', 'Darklight', 'Desaad', 'Doctor Occult', 'El Dorado', 'Fun Haus (BTBATB)', 'Gentry', 'Gluttony', 'Inque', 'Jack', 'Joker (DCEU)', 'Midnighter', 'Mister Mind', 'Mister Mxyzptlk (CW)', 'Prometheus', ""Ra's Al Ghul (CW)"", 'Red X', 'Sea King', ""Shim'Tar"", 'Silver Monkey', 'The Joker (Dark Knight)', 'The Music Meister', 'Weather Wizard']",['Music Meister'],,Supergirl Season 2: Episode 16,DC Comics,Neutral,Male,,"5'8"" • 173 cm",152 lb • 68 kg,Brown,Brown,"Interdimensional Do-gooder, Author",,,,
1296,Mystique (FOX),95.0,25.0,50.0,50.0,95.0,100.0,,[],['Grace'],,X men,Marvel Comics,Bad,Female,Mutant,5'4 • 163 cm,176 lb • 79 kg,Yellow,Red,,,,,
1297,Nadakhan,95.0,75.0,85.0,100.0,100.0,75.0,Nadakhan,[],[''],Djinjago,Infamous/ 70605 Misfortune's Keep,,Bad,Male,,164'0 • 50.0 meters,287 lb • 129 kg,Black,Black,Leader Of The Sky Pirates.,Djinjago,,"Unnamed (grandfather; deceased)
Khanjikhan (father; deceased)",
1298,Nagato Uzumaki,70.0,55.0,50.0,80.0,100.0,70.0,,[],"['Nagato,Pain,God,Child of the Prophecy,Saviour of this World, Third Six Paths']",Amegakure(The Village Hidden in the Rain),"Volume #41, Naruto Chapter #372",Shueisha,Neutral,Male,Human,5'8 • 173 cm,88 lb • 40 kg,Violet,Red / Orange,"Akatsuki Leader,",Amegakure,,,
1299,Nebula (MCU),85.0,20.0,50.0,55.0,100.0,100.0,,[],['Evil Step-sister'],Titan,Guardians of the Galaxy Prelude,Marvel Comics,Neutral,Female,Titanian,5'6 • 168 cm,198 lb • 89 kg,Blue,No Hair,Galaxy class killer,,,"A'Lars - Adoptive Grandfather ,Thanos - Adoptive Father ,Gamora - Adoptive Sister and Former Rival
Ebony Maw - Adoptive Brother",
1300,Negasonic Teenage Warhead (FOX,80.0,10.0,25.0,15.0,55.0,55.0,Ellie Phimister,['Negasonic Teenage Warhead'],['Negasonic Teenage Warhead'],,Deadpool,Marvel Comics,Good,Female,Mutant,"5'3"" • 160 cm",105 lb • 47 kg,Brown,Black,"Adventurer, Student",Xavier Institute for Gifted Youngsters,,,
1301,Neji,90.0,10.0,60.0,35.0,65.0,100.0,,[],[''],Konohagakure,"Volume #4, Naruto Chapter #36",Shueisha,Good,Male,Human,5'7 • 170 cm,119 lb • 54 kg,White,Brown,Ninja,Konohagakure,,"Hyūga Elder (Grandfather),Hizashi Hyūga (Father),Hiashi Hyūga (Uncle),Hanabi Hyūga (Cousin),Hinata Hyūga (Cousin)",
1302,Nekron,90.0,100.0,75.0,95.0,100.0,100.0,Nekron,[],"['Lord of The Unliving, Death, Master, The Black']",,"Justice League of America #128 - ""Death-Visions of the Justice League!""",DC Comics,Bad,Male,God / Eternal,-,-,Black,No Hair,Lord of The Unliving,Land of the Unliving,,,
1303,Nergal,90.0,20.0,50.0,100.0,100.0,70.0,,[],"['Whore Killer, Shamash, Son of Enlil']",,Hellblazer #6 - Extreme Prejudice,DC Comics,Bad,Male,Demon,-,-,Yellow,No Hair,,Hell,,,
1304,Neron,95.0,100.0,90.0,100.0,100.0,90.0,,[],"['Satan, Lord Neron, Kathy Noren, Circe']",,Underworld Unleashed #1,DC Comics,Bad,Male,Demon,7'2 • 218 cm,285 lb • 128 kg,White,Blond,Ruler of Hell,Hell,,,
1305,Neuro,100.0,10.0,20.0,20.0,100.0,70.0,Neuro,[],['Master of mind'],Unknown,The Invitation,,Good,Male,Human,5'2 • 157 cm,165 lb • 74 kg,Black,Grey,Elemental master,,,,
1306,Nick Fury (MCU),95.0,15.0,30.0,45.0,35.0,85.0,Nicholas Joseph Fury,[],"['Director Fury, Nick Fury']","Huntsville, Alabama",Iron Man,Marvel Comics,Good,Male,Human,"6'2"" • 188 cm",207 lb • 93 kg,Brown,No Hair,former Director of S.H.I.E.L.D.,S.H.I.E.L.D. Helicarrier,,,
1307,Night King,85.0,35.0,30.0,90.0,100.0,85.0,,[],"[""Night's King""]",Likely Land of Always Winter,Game of Thrones; Season 4: Oathkeeper,George R. R. Martin,Bad,Male,,5'9 • 175 cm,-,Blue,,Leader of the White Walkers,Land of Always Winter,,"White Walkers, Wights, First Men (formally)",
1308,Night Thrasher,0.0,0.0,0.0,0.0,0.0,0.0,Dwayne Taylor,[],[''],Unknown,"THOR Vol. 1 #411, NEW WARRIORS Vol. 1 #1 (chronologically)",Marvel Comics,Good,,,-,-,,,"Superhero, CEO Taylor Foundation","Mobile across US, formerly New Warriors headquarters",,"Daryl (father), Melody (mother), Donyell Taylor (Bandit, half-brother)",
1309,Nightcrawler (FOX),70.0,10.0,60.0,20.0,75.0,85.0,Kurt Wagner,['Nightcrawler'],['Nightcrawler'],Germany,X2,Marvel Comics,Good,Male,Mutant,"5'10"" • 178 cm",160 lb • 72 kg,Yellow,Black,Adventurer; former circus performer,"Mobile, X-Mansion",,,
1310,Nighthawk,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Richmond,[],[''],,,Marvel Comics,Good,Male,,-,-,,,,,,,
1311,Nightshade,85.0,10.0,35.0,65.0,100.0,65.0,,[],"['Chimera, Eve of Shadows, Lady of Dark Corners, Mistress of Night, Shade, Shadow Weaver']",Kansas,Captain Atom #82 - Captain Atom vs the Ghost,DC Comics,Neutral,Female,Human,5'8 • 173 cm,139 lb • 63 kg,Blue,Black,"Princess, Adventurer",Washington DC,,"Warren Eden (Father), Larry Eden (Brother), Maureen Eden (Mother)",
1312,Nightwing (Arkham),90.0,20.0,80.0,45.0,50.0,95.0,"Richard ""Dick"" John Grayson","['Batman II', 'Deadman', 'Nightwing', 'Nightwing (young Justice)', 'Robin', 'Robin (1966)', 'Robin (New 52)', 'Robin (Teen Titans)', 'Robin (Titans)']",[''],Gotham City,Arkham Origins,DC Comics,Good,Male,Human,5'2 • 157 cm,176 lb • 79 kg,White,Black,(Former) Vigilante/Police Officer,Batcave,,,
